2025-10-24 13:59:52.752 [Info] [Lifecycle] Mod enabled | action=validate_dependencies
2025-10-24 14:02:36.374 [Debug] [Synchronization] Lane mapping broadcast | segment=27634 laneIndex=1 hostLane=189551 guid=LaneGuid(Segment=27634, Build=1749, Prefab=21, Lane=1, Seq=1) version=14 reason=junction_restrictions
2025-10-24 14:02:36.375 [Debug] [Network] Dispatch command | direction=all type=LaneMappingChanged
2025-10-24 14:02:36.375 [Debug] [Network] Dispatch complete | direction=all type=LaneMappingChanged
2025-10-24 14:02:36.375 [Debug] [Synchronization] Lane mapping broadcast | segment=27634 laneIndex=2 hostLane=252385 guid=LaneGuid(Segment=27634, Build=1749, Prefab=21, Lane=2, Seq=1) version=15 reason=junction_restrictions
2025-10-24 14:02:36.376 [Debug] [Network] Dispatch command | direction=all type=LaneMappingChanged
2025-10-24 14:02:36.376 [Debug] [Network] Dispatch complete | direction=all type=LaneMappingChanged
2025-10-24 14:02:36.376 [Debug] [Synchronization] Lane mapping broadcast | segment=27634 laneIndex=3 hostLane=11789 guid=LaneGuid(Segment=27634, Build=1749, Prefab=21, Lane=3, Seq=1) version=16 reason=junction_restrictions
2025-10-24 14:02:36.377 [Debug] [Network] Dispatch command | direction=all type=LaneMappingChanged
2025-10-24 14:02:36.377 [Debug] [Network] Dispatch complete | direction=all type=LaneMappingChanged
2025-10-24 14:02:36.378 [Debug] [Synchronization] Lane mapping broadcast | segment=27634 laneIndex=4 hostLane=113789 guid=LaneGuid(Segment=27634, Build=1749, Prefab=21, Lane=4, Seq=1) version=17 reason=junction_restrictions
2025-10-24 14:02:36.378 [Debug] [Network] Dispatch command | direction=all type=LaneMappingChanged
2025-10-24 14:02:36.378 [Debug] [Network] Dispatch complete | direction=all type=LaneMappingChanged
2025-10-24 14:02:36.379 [Debug] [Synchronization] Lane mapping broadcast | segment=27634 laneIndex=5 hostLane=162103 guid=LaneGuid(Segment=27634, Build=1749, Prefab=21, Lane=5, Seq=1) version=18 reason=junction_restrictions
2025-10-24 14:02:36.380 [Debug] [Hook] TM:PE junction restriction query | nodeId=30720 state=UTurns=<null>, LaneChange=<null>, Blocked=<null>, Pedestrians=<null>, NearTurnOnRed=<null>, FarTurnOnRed=<null>
2025-10-24 14:02:36.381 [Debug] [Diagnostics] Junction restrictions dispatch | origin=change_dispatcher nodeId=30720 state=UTurns=<null>, LaneChange=<null>, Blocked=<null>, Pedestrians=<null>, NearTurnOnRed=<null>, FarTurnOnRed=<null>
2025-10-24 14:02:36.381 [Debug] [Network] Dispatch command | direction=all type=JunctionRestrictionsApplied
2025-10-24 14:02:36.383 [Debug] [Network] Dispatch complete | direction=all type=JunctionRestrictionsApplied
2025-10-24 14:02:36.383 [Debug] [Hook] TM:PE junction restriction query | nodeId=1734 state=UTurns=<null>, LaneChange=<null>, Blocked=<null>, Pedestrians=<null>, NearTurnOnRed=<null>, FarTurnOnRed=<null>
2025-10-24 14:02:36.384 [Debug] [Diagnostics] Junction restrictions dispatch | origin=change_dispatcher nodeId=1734 state=UTurns=<null>, LaneChange=<null>, Blocked=<null>, Pedestrians=<null>, NearTurnOnRed=<null>, FarTurnOnRed=<null>
2025-10-24 14:02:36.384 [Debug] [Network] Dispatch command | direction=all type=JunctionRestrictionsApplied
2025-10-24 14:02:36.384 [Debug] [Network] Dispatch complete | direction=all type=JunctionRestrictionsApplied
2025-10-24 14:02:36.385 [Debug] [Hook] TM:PE priority sign query | nodeId=1734 segmentId=10827 signType=None
2025-10-24 14:02:36.385 [Debug] [Network] Dispatch command | direction=all type=PrioritySignApplied
2025-10-24 14:02:36.386 [Debug] [Network] Dispatch complete | direction=all type=PrioritySignApplied
2025-10-24 14:02:36.386 [Debug] [Hook] TM:PE priority sign query | nodeId=1734 segmentId=13951 signType=None
2025-10-24 14:02:36.387 [Debug] [Network] Dispatch command | direction=all type=PrioritySignApplied
2025-10-24 14:02:36.387 [Debug] [Network] Dispatch complete | direction=all type=PrioritySignApplied
2025-10-24 14:02:36.388 [Debug] [Network] Dispatch command | direction=all type=LaneMappingChanged
2025-10-24 14:02:36.388 [Debug] [Network] Dispatch complete | direction=all type=LaneMappingChanged
2025-10-24 14:02:36.389 [Debug] [Synchronization] Lane mapping broadcast | segment=15858 laneIndex=0 hostLane=107654 guid=LaneGuid(Segment=15858, Build=4618, Prefab=0, Lane=0, Seq=1) version=19 reason=priority_signs
2025-10-24 14:02:36.389 [Debug] [Network] Dispatch command | direction=all type=LaneMappingChanged
2025-10-24 14:02:36.389 [Debug] [Network] Dispatch complete | direction=all type=LaneMappingChanged
2025-10-24 14:02:36.390 [Debug] [Synchronization] Lane mapping broadcast | segment=15858 laneIndex=1 hostLane=244884 guid=LaneGuid(Segment=15858, Build=4618, Prefab=0, Lane=1, Seq=1) version=20 reason=priority_signs
2025-10-24 14:02:36.390 [Debug] [Network] Dispatch command | direction=all type=LaneMappingChanged
2025-10-24 14:02:36.390 [Debug] [Network] Dispatch complete | direction=all type=LaneMappingChanged
2025-10-24 14:02:36.391 [Debug] [Synchronization] Lane mapping broadcast | segment=15858 laneIndex=2 hostLane=74205 guid=LaneGuid(Segment=15858, Build=4618, Prefab=0, Lane=2, Seq=1) version=21 reason=priority_signs
2025-10-24 14:02:36.391 [Debug] [Network] Dispatch command | direction=all type=LaneMappingChanged
2025-10-24 14:02:36.391 [Debug] [Network] Dispatch complete | direction=all type=LaneMappingChanged
2025-10-24 14:02:36.391 [Debug] [Synchronization] Lane mapping broadcast | segment=15858 laneIndex=3 hostLane=155501 guid=LaneGuid(Segment=15858, Build=4618, Prefab=0, Lane=3, Seq=1) version=22 reason=priority_signs
2025-10-24 14:02:36.391 [Debug] [Network] Dispatch command | direction=all type=LaneMappingChanged
2025-10-24 14:02:36.392 [Debug] [Network] Dispatch complete | direction=all type=LaneMappingChanged
2025-10-24 14:02:36.392 [Debug] [Synchronization] Lane mapping broadcast | segment=15858 laneIndex=4 hostLane=156266 guid=LaneGuid(Segment=15858, Build=4618, Prefab=0, Lane=4, Seq=1) version=23 reason=priority_signs
2025-10-24 14:02:36.393 [Debug] [Network] Dispatch command | direction=all type=LaneMappingChanged
2025-10-24 14:02:36.393 [Debug] [Network] Dispatch complete | direction=all type=LaneMappingChanged
2025-10-24 14:02:36.393 [Debug] [Synchronization] Lane mapping broadcast | segment=15858 laneIndex=5 hostLane=27090 guid=LaneGuid(Segment=15858, Build=4618, Prefab=0, Lane=5, Seq=1) version=24 reason=priority_signs
2025-10-24 14:02:36.394 [Debug] [Hook] TM:PE priority sign query | nodeId=30515 segmentId=13951 signType=None
2025-10-24 14:02:36.394 [Debug] [Network] Dispatch command | direction=all type=PrioritySignApplied
2025-10-24 14:02:36.394 [Debug] [Network] Dispatch complete | direction=all type=PrioritySignApplied
2025-10-24 14:02:36.395 [Debug] [Hook] TM:PE priority sign query | nodeId=30515 segmentId=15858 signType=None
2025-10-24 14:02:36.395 [Debug] [Network] Dispatch command | direction=all type=PrioritySignApplied
2025-10-24 14:02:36.395 [Debug] [Network] Dispatch complete | direction=all type=PrioritySignApplied
2025-10-24 14:02:36.396 [Debug] [Hook] TM:PE junction restriction query | nodeId=1734 state=UTurns=<null>, LaneChange=<null>, Blocked=<null>, Pedestrians=<null>, NearTurnOnRed=<null>, FarTurnOnRed=<null>
2025-10-24 14:02:36.396 [Debug] [Diagnostics] Junction restrictions dispatch | origin=change_dispatcher nodeId=1734 state=UTurns=<null>, LaneChange=<null>, Blocked=<null>, Pedestrians=<null>, NearTurnOnRed=<null>, FarTurnOnRed=<null>
2025-10-24 14:02:36.397 [Debug] [Network] Dispatch command | direction=all type=JunctionRestrictionsApplied
2025-10-24 14:02:36.397 [Debug] [Network] Dispatch complete | direction=all type=JunctionRestrictionsApplied
2025-10-24 14:02:36.398 [Debug] [Hook] TM:PE junction restriction query | nodeId=30515 state=UTurns=<null>, LaneChange=<null>, Blocked=<null>, Pedestrians=<null>, NearTurnOnRed=<null>, FarTurnOnRed=<null>
2025-10-24 14:02:36.398 [Debug] [Diagnostics] Junction restrictions dispatch | origin=change_dispatcher nodeId=30515 state=UTurns=<null>, LaneChange=<null>, Blocked=<null>, Pedestrians=<null>, NearTurnOnRed=<null>, FarTurnOnRed=<null>
2025-10-24 14:02:36.398 [Debug] [Network] Dispatch command | direction=all type=JunctionRestrictionsApplied
2025-10-24 14:02:36.399 [Debug] [Network] Dispatch complete | direction=all type=JunctionRestrictionsApplied
2025-10-24 14:02:36.399 [Debug] [Hook] TM:PE priority sign query | nodeId=30515 segmentId=13951 signType=None
2025-10-24 14:02:36.399 [Debug] [Network] Dispatch command | direction=all type=PrioritySignApplied
2025-10-24 14:02:36.400 [Debug] [Network] Dispatch complete | direction=all type=PrioritySignApplied
2025-10-24 14:02:36.400 [Debug] [Hook] TM:PE priority sign query | nodeId=30515 segmentId=15858 signType=None
2025-10-24 14:02:36.400 [Debug] [Network] Dispatch command | direction=all type=PrioritySignApplied
2025-10-24 14:02:36.401 [Debug] [Network] Dispatch complete | direction=all type=PrioritySignApplied
2025-10-24 14:02:36.401 [Debug] [Hook] TM:PE priority sign query | nodeId=14074 segmentId=15858 signType=None
2025-10-24 14:02:36.401 [Debug] [Network] Dispatch command | direction=all type=PrioritySignApplied
2025-10-24 14:02:36.402 [Debug] [Network] Dispatch complete | direction=all type=PrioritySignApplied
2025-10-24 14:02:36.402 [Debug] [Hook] TM:PE junction restriction query | nodeId=30515 state=UTurns=<null>, LaneChange=<null>, Blocked=<null>, Pedestrians=<null>, NearTurnOnRed=<null>, FarTurnOnRed=<null>
2025-10-24 14:02:36.403 [Debug] [Diagnostics] Junction restrictions dispatch | origin=change_dispatcher nodeId=30515 state=UTurns=<null>, LaneChange=<null>, Blocked=<null>, Pedestrians=<null>, NearTurnOnRed=<null>, FarTurnOnRed=<null>
2025-10-24 14:02:36.403 [Debug] [Network] Dispatch command | direction=all type=JunctionRestrictionsApplied
2025-10-24 14:02:36.403 [Debug] [Network] Dispatch complete | direction=all type=JunctionRestrictionsApplied
2025-10-24 14:02:36.404 [Debug] [Hook] TM:PE junction restriction query | nodeId=14074 state=UTurns=<null>, LaneChange=<null>, Blocked=<null>, Pedestrians=<null>, NearTurnOnRed=<null>, FarTurnOnRed=<null>
2025-10-24 14:02:36.404 [Debug] [Diagnostics] Junction restrictions dispatch | origin=change_dispatcher nodeId=14074 state=UTurns=<null>, LaneChange=<null>, Blocked=<null>, Pedestrians=<null>, NearTurnOnRed=<null>, FarTurnOnRed=<null>
2025-10-24 14:02:36.404 [Debug] [Network] Dispatch command | direction=all type=JunctionRestrictionsApplied
2025-10-24 14:02:36.404 [Debug] [Network] Dispatch complete | direction=all type=JunctionRestrictionsApplied
2025-10-24 14:02:36.405 [Debug] [Network] Dispatch command | direction=all type=LaneMappingChanged
2025-10-24 14:02:36.405 [Debug] [Network] Dispatch complete | direction=all type=LaneMappingChanged
2025-10-24 14:02:36.405 [Debug] [Synchronization] Lane mapping broadcast | segment=24388 laneIndex=0 hostLane=21440 guid=LaneGuid(Segment=24388, Build=1746, Prefab=21, Lane=0, Seq=1) version=25 reason=priority_signs
2025-10-24 14:02:36.405 [Debug] [Network] Dispatch command | direction=all type=LaneMappingChanged
2025-10-24 14:02:36.407 [Debug] [Network] Dispatch complete | direction=all type=LaneMappingChanged
2025-10-24 14:02:36.407 [Debug] [Synchronization] Lane mapping broadcast | segment=24388 laneIndex=1 hostLane=8675 guid=LaneGuid(Segment=24388, Build=1746, Prefab=21, Lane=1, Seq=1) version=26 reason=priority_signs
2025-10-24 14:02:36.407 [Debug] [Network] Dispatch command | direction=all type=LaneMappingChanged
2025-10-24 14:02:36.408 [Debug] [Network] Dispatch complete | direction=all type=LaneMappingChanged
2025-10-24 14:02:36.408 [Debug] [Synchronization] Lane mapping broadcast | segment=24388 laneIndex=2 hostLane=31580 guid=LaneGuid(Segment=24388, Build=1746, Prefab=21, Lane=2, Seq=1) version=27 reason=priority_signs
2025-10-24 14:02:36.408 [Debug] [Network] Dispatch command | direction=all type=LaneMappingChanged
2025-10-24 14:02:36.409 [Debug] [Network] Dispatch complete | direction=all type=LaneMappingChanged
2025-10-24 14:02:36.409 [Debug] [Synchronization] Lane mapping broadcast | segment=24388 laneIndex=3 hostLane=29567 guid=LaneGuid(Segment=24388, Build=1746, Prefab=21, Lane=3, Seq=1) version=28 reason=priority_signs
2025-10-24 14:02:36.409 [Debug] [Network] Dispatch command | direction=all type=LaneMappingChanged
2025-10-24 14:02:36.410 [Debug] [Network] Dispatch complete | direction=all type=LaneMappingChanged
2025-10-24 14:02:36.410 [Debug] [Synchronization] Lane mapping broadcast | segment=24388 laneIndex=4 hostLane=16140 guid=LaneGuid(Segment=24388, Build=1746, Prefab=21, Lane=4, Seq=1) version=29 reason=priority_signs
2025-10-24 14:02:36.410 [Debug] [Network] Dispatch command | direction=all type=LaneMappingChanged
2025-10-24 14:02:36.411 [Debug] [Network] Dispatch complete | direction=all type=LaneMappingChanged
2025-10-24 14:02:36.411 [Debug] [Synchronization] Lane mapping broadcast | segment=24388 laneIndex=5 hostLane=192285 guid=LaneGuid(Segment=24388, Build=1746, Prefab=21, Lane=5, Seq=1) version=30 reason=priority_signs
2025-10-24 14:02:36.411 [Debug] [Hook] TM:PE priority sign query | nodeId=9845 segmentId=24388 signType=None
2025-10-24 14:02:36.411 [Debug] [Network] Dispatch command | direction=all type=PrioritySignApplied
2025-10-24 14:02:36.412 [Debug] [Network] Dispatch complete | direction=all type=PrioritySignApplied
2025-10-24 14:02:36.412 [Debug] [Hook] TM:PE priority sign query | nodeId=9845 segmentId=27634 signType=None
2025-10-24 14:02:36.412 [Debug] [Network] Dispatch command | direction=all type=PrioritySignApplied
2025-10-24 14:02:36.413 [Debug] [Network] Dispatch complete | direction=all type=PrioritySignApplied
2025-10-24 14:02:36.413 [Debug] [Hook] TM:PE junction restriction query | nodeId=30720 state=UTurns=<null>, LaneChange=<null>, Blocked=<null>, Pedestrians=<null>, NearTurnOnRed=<null>, FarTurnOnRed=<null>
2025-10-24 14:02:36.413 [Debug] [Diagnostics] Junction restrictions dispatch | origin=change_dispatcher nodeId=30720 state=UTurns=<null>, LaneChange=<null>, Blocked=<null>, Pedestrians=<null>, NearTurnOnRed=<null>, FarTurnOnRed=<null>
2025-10-24 14:02:36.414 [Debug] [Network] Dispatch command | direction=all type=JunctionRestrictionsApplied
2025-10-24 14:02:36.414 [Debug] [Network] Dispatch complete | direction=all type=JunctionRestrictionsApplied
2025-10-24 14:02:36.415 [Debug] [Hook] TM:PE junction restriction query | nodeId=9845 state=UTurns=<null>, LaneChange=<null>, Blocked=<null>, Pedestrians=<null>, NearTurnOnRed=<null>, FarTurnOnRed=<null>
2025-10-24 14:02:36.415 [Debug] [Diagnostics] Junction restrictions dispatch | origin=change_dispatcher nodeId=9845 state=UTurns=<null>, LaneChange=<null>, Blocked=<null>, Pedestrians=<null>, NearTurnOnRed=<null>, FarTurnOnRed=<null>
2025-10-24 14:02:36.415 [Debug] [Network] Dispatch command | direction=all type=JunctionRestrictionsApplied
2025-10-24 14:02:36.416 [Debug] [Network] Dispatch complete | direction=all type=JunctionRestrictionsApplied
2025-10-24 14:02:37.332 [Info] [General] Received PrioritySignApplied node=1734 segment=10827 sign=None
2025-10-24 14:02:37.333 [Debug] [Hook] TM:PE priority sign request | nodeId=1734 segmentId=10827 signType=None
2025-10-24 14:02:37.333 [Info] [General] Applied remote priority sign node=1734 segment=10827 -> None
2025-10-24 14:02:37.334 [Info] [General] Received PrioritySignApplied node=1734 segment=13951 sign=None
2025-10-24 14:02:37.334 [Debug] [Hook] TM:PE priority sign request | nodeId=1734 segmentId=13951 signType=None
2025-10-24 14:02:37.334 [Info] [General] Applied remote priority sign node=1734 segment=13951 -> None
2025-10-24 14:02:37.335 [Info] [General] Received JunctionRestrictionsApplied node=30720 state=UTurns=<null>, LaneChange=<null>, Blocked=<null>, Pedestrians=<null>, NearTurnOnRed=<null>, FarTurnOnRed=<null>
2025-10-24 14:02:37.336 [Debug] [Diagnostics] Junction restrictions received | origin=applied_handler nodeId=30720 state=UTurns=<null>, LaneChange=<null>, Blocked=<null>, Pedestrians=<null>, NearTurnOnRed=<null>, FarTurnOnRed=<null>
2025-10-24 14:02:37.336 [Debug] [Hook] TM:PE junction restriction request | nodeId=30720 state=UTurns=<null>, LaneChange=<null>, Blocked=<null>, Pedestrians=<null>, NearTurnOnRed=<null>, FarTurnOnRed=<null>
2025-10-24 14:02:37.338 [Info] [General] Applied remote junction restrictions node=30720
2025-10-24 14:02:37.338 [Info] [General] Received JunctionRestrictionsApplied node=1734 state=UTurns=<null>, LaneChange=<null>, Blocked=<null>, Pedestrians=<null>, NearTurnOnRed=<null>, FarTurnOnRed=<null>
2025-10-24 14:02:37.339 [Debug] [Diagnostics] Junction restrictions received | origin=applied_handler nodeId=1734 state=UTurns=<null>, LaneChange=<null>, Blocked=<null>, Pedestrians=<null>, NearTurnOnRed=<null>, FarTurnOnRed=<null>
2025-10-24 14:02:37.339 [Debug] [Hook] TM:PE junction restriction request | nodeId=1734 state=UTurns=<null>, LaneChange=<null>, Blocked=<null>, Pedestrians=<null>, NearTurnOnRed=<null>, FarTurnOnRed=<null>
2025-10-24 14:02:37.340 [Info] [General] Applied remote junction restrictions node=1734
2025-10-24 14:02:37.340 [Info] [General] Received PrioritySignApplied node=1734 segment=10827 sign=None
2025-10-24 14:02:37.340 [Debug] [Hook] TM:PE priority sign request | nodeId=1734 segmentId=10827 signType=None
2025-10-24 14:02:37.341 [Info] [General] Applied remote priority sign node=1734 segment=10827 -> None
2025-10-24 14:02:37.341 [Info] [General] Received PrioritySignApplied node=1734 segment=13951 sign=None
2025-10-24 14:02:37.342 [Debug] [Hook] TM:PE priority sign request | nodeId=1734 segmentId=13951 signType=None
2025-10-24 14:02:37.343 [Info] [General] Applied remote priority sign node=1734 segment=13951 -> None
2025-10-24 14:02:37.343 [Info] [General] Received PrioritySignApplied node=30515 segment=13951 sign=None
2025-10-24 14:02:37.343 [Debug] [Hook] TM:PE priority sign request | nodeId=30515 segmentId=13951 signType=None
2025-10-24 14:02:37.344 [Info] [General] Applied remote priority sign node=30515 segment=13951 -> None
2025-10-24 14:02:37.344 [Info] [General] Received PrioritySignApplied node=30515 segment=15858 sign=None
2025-10-24 14:02:37.345 [Debug] [Hook] TM:PE priority sign request | nodeId=30515 segmentId=15858 signType=None
2025-10-24 14:02:37.345 [Info] [General] Applied remote priority sign node=30515 segment=15858 -> None
2025-10-24 14:02:37.345 [Info] [General] Received JunctionRestrictionsApplied node=1734 state=UTurns=<null>, LaneChange=<null>, Blocked=<null>, Pedestrians=<null>, NearTurnOnRed=<null>, FarTurnOnRed=<null>
